#node	date	numeric date
NC_022802.1	1953-07-01	1953.497260
NODE_0000238	1957-08-12	1957.613345
NC_025114.1	2004-01-11	2004.028689
NODE_0000239	1979-12-19	1979.965078
NC_012957.1	2002-10-16	2002.790411
NC_012986.1	2009-06-22	2009.472603
NODE_0000240	1785-09-22	1785.725047
NODE_0000241	1880-11-14	1880.870277
NC_027919.1	1988-07-01	1988.498634
NC_027918.1	2011-01-14	2011.036986
NODE_0000242	1813-05-25	1813.395264
NODE_0000243	1871-04-05	1871.257837
NC_004421.1	2005-08-02	2005.584932
NODE_0000244	1923-03-03	1923.169002
NC_023422.1	2010-04-13	2010.280822
NODE_0000245	1959-10-01	1959.750683
NC_011829.1	2007-08-05	2007.593151
NODE_0000246	1974-07-23	1974.557670
NC_027054.1	2003-01-12	2003.031507
NC_016769.1	2007-01-08	2007.020548
NODE_0000247	1890-11-14	1890.870187
NODE_0000248	2016-01-14	2016.036175
OQ818322	2019-04-23	2019.308219
OP287812.1	2018-07-27	2018.568493
NODE_0000249	1917-06-09	1917.438332
NC_001918.1	1998-01-07	1998.017808
NODE_0000250	1942-08-06	1942.596437
NC_015936.1	2008-12-19	2008.965847
NC_034971.1	2007-01-11	2007.028767
NODE_0000251	1373-05-30	1373.409906
NODE_0000252	1419-02-05	1419.098146
NODE_0000253	1787-04-29	1787.325628
NC_012531.1	2001-01-06	2001.015068
NC_009530.1	2007-03-22	2007.220548
NODE_0000254	1443-12-31	1443.998486
NODE_0000255	1733-08-02	1733.584643
NC_055108.1	2003-01-09	2003.023288
NC_003781.1	1997-02-06	1997.100000
NODE_0000256	1504-04-29	1504.326342
NODE_0000257	1670-09-06	1670.680113
NODE_0000258	1880-06-07	1880.434032
NC_014412.1	2001-11-07	2001.850685
NC_014413.1	2007-01-04	2007.009589
NODE_0000259	1720-05-20	1720.383006
NODE_0000260	1881-11-25	1881.898728
NC_018400.1	2003-11-15	2003.872603
NODE_0000261	1972-11-04	1972.843252
NC_024770.1	2007-01-11	2007.028767
NC_028964.1	2007-01-13	2007.034247
NODE_0000262	1941-02-04	1941.093950
NC_039235.1	2005-02-17	2005.130137
NODE_0000263	1970-01-02	1970.004114
NC_024769.1	2010-09-16	2010.708219
NODE_0000264	1977-11-01	1977.834545
NC_024768.1	2010-10-08	2010.768493
NODE_0000265	1977-11-01	1977.834545
NC_023858.1	2010-09-13	2010.700000
NC_021201.1	2005-06-14	2005.450685
NODE_0000266	1541-12-28	1541.991608
NODE_0000267	1776-04-23	1776.308984
NC_003990.1	1997-12-17	1997.960274
NC_015626.1	2009-12-08	2009.935616
NODE_0000268	1582-06-28	1582.489059
NODE_0000269	1759-07-17	1759.541300
NC_025676.1	2007-01-11	2007.028767
NODE_0000270	1800-01-01	1800.000901
NC_001481.2	2000-08-01	2000.583333
NODE_0000271	1912-08-12	1912.612106
NC_034444.1	2004-03-13	2004.198087
NODE_0000272	1934-11-17	1934.878524
NC_011050.1	2006-12-20	2006.968493
NODE_0000273	1953-12-05	1953.927884
NC_002551.1	1996-11-01	1996.834699
NODE_0000274	1961-06-13	1961.448379
NC_004541.1	2000-11-14	2000.870219
